"Evt_lab","Start","End","TotalRain","Max_Intensity","Dur_hr","PreDry_Dur_hr"
677,1953-01-10 13:00:00,1953-01-10 22:00:00,2.01,0.76,10,21
679,1953-01-17 13:00:00,1953-01-17 14:00:00,1.27,0.76,2,158
681,1953-01-18 14:00:00,1953-01-18 17:00:00,3.04,2.54,4,23
683,1953-01-20 16:00:00,1953-01-20 16:00:00,0.76,0.76,1,46
685,1953-01-23 19:00:00,1953-01-23 22:00:00,22.35,9.65,4,74
687,1953-01-24 12:00:00,1953-01-24 12:00:00,1.27,1.27,1,13
689,1953-02-02 10:00:00,1953-02-03 03:00:00,39.11,17.02,18,213
691,1953-02-04 07:00:00,1953-02-04 10:00:00,2.03,1.27,4,27
693,1953-02-08 00:00:00,1953-02-08 02:00:00,6.1,3.56,3,85
695,1953-02-12 19:00:00,1953-02-12 19:00:00,0.25,0.25,1,112
697,1953-02-15 04:00:00,1953-02-15 04:00:00,9.91,9.91,1,56
699,1953-02-20 17:00:00,1953-02-20 17:00:00,2.03,2.03,1,132
701,1953-02-23 20:00:00,1953-02-24 01:00:00,1.27,1.02,6,74
703,1953-02-26 15:00:00,1953-02-26 16:00:00,2.03,1.78,2,61
705,1953-03-04 21:00:00,1953-03-04 21:00:00,0.25,0.25,1,148
707,1953-03-06 20:00:00,1953-03-06 20:00:00,0.25,0.25,1,46
709,1953-03-11 04:00:00,1953-03-11 17:00:00,20.83,4.06,14,103
711,1953-03-13 09:00:00,1953-03-13 10:00:00,2.03,1.27,2,39
713,1953-03-21 11:00:00,1953-03-21 11:00:00,0.25,0.25,1,192
715,1953-03-21 23:00:00,1953-03-23 03:00:00,32.49,12.19,29,11
717,1953-04-03 02:00:00,1953-04-03 14:00:00,16.25,5.59,13,262
719,1953-04-06 15:00:00,1953-04-07 04:00:00,64.24,12.19,14,72
721,1953-04-10 01:00:00,1953-04-10 02:00:00,4.82,4.57,2,68
723,1953-04-10 17:00:00,1953-04-10 17:00:00,0.25,0.25,1,14
725,1953-04-12 02:00:00,1953-04-12 15:00:00,38.1,10.16,14,32
727,1953-04-16 01:00:00,1953-04-16 04:00:00,48.77,42.93,4,81
729,1953-04-18 17:00:00,1953-04-18 22:00:00,61.21,48.26,6,60
731,1953-04-19 04:00:00,1953-04-19 12:00:00,11.94,4.32,9,5
733,1953-05-04 12:00:00,1953-05-04 13:00:00,2.03,1.78,2,359
735,1953-05-07 08:00:00,1953-05-07 09:00:00,7.62,7.37,2,66
737,1953-05-20 16:00:00,1953-05-20 17:00:00,5.84,4.32,2,318
739,1953-06-05 00:00:00,1953-06-05 02:00:00,3.81,1.78,3,366
741,1953-06-05 11:00:00,1953-06-05 15:00:00,5.07,2.54,5,8
743,1953-06-06 09:00:00,1953-06-06 14:00:00,2.03,1.02,6,17
745,1953-06-07 17:00:00,1953-06-07 20:00:00,0.76,0.51,4,26
747,1953-06-08 15:00:00,1953-06-08 19:00:00,5.85,3.56,5,18
749,1953-06-14 03:00:00,1953-06-14 09:00:00,6.09,2.79,7,127
751,1953-06-14 15:00:00,1953-06-14 15:00:00,18.8,18.8,1,5
753,1953-06-17 16:00:00,1953-06-17 16:00:00,17.02,17.02,1,72
755,1953-06-26 01:00:00,1953-06-26 12:00:00,17.26,11.43,12,200
757,1953-06-27 04:00:00,1953-06-27 12:00:00,6.86,5.08,9,15
759,1953-07-05 16:00:00,1953-07-05 18:00:00,34.28,33.78,3,195
761,1953-07-06 18:00:00,1953-07-06 18:00:00,0.25,0.25,1,23
763,1953-07-09 16:00:00,1953-07-09 19:00:00,3.81,1.52,4,69
765,1953-07-10 14:00:00,1953-07-10 18:00:00,90.43,83.57,5,18
767,1953-07-11 04:00:00,1953-07-11 05:00:00,3.05,2.54,2,9
769,1953-07-13 01:00:00,1953-07-13 02:00:00,2.8,1.78,2,43
771,1953-07-13 08:00:00,1953-07-13 11:00:00,0.76,0.51,4,5
773,1953-07-15 17:00:00,1953-07-15 20:00:00,2.79,2.29,4,53
775,1953-07-17 12:00:00,1953-07-17 12:00:00,0.51,0.51,1,39
777,1953-07-19 15:00:00,1953-07-19 23:00:00,42.92,23.11,9,50
779,1953-07-21 17:00:00,1953-07-21 22:00:00,14.72,10.41,6,41
781,1953-07-23 17:00:00,1953-07-23 19:00:00,11.43,5.84,3,42
783,1953-07-24 13:00:00,1953-07-24 13:00:00,1.02,1.02,1,17
785,1953-07-25 13:00:00,1953-07-25 13:00:00,0.51,0.51,1,23
787,1953-07-26 00:00:00,1953-07-26 17:00:00,26.66,6.35,18,10
789,1953-07-27 17:00:00,1953-07-27 17:00:00,0.25,0.25,1,23
791,1953-08-04 19:00:00,1953-08-04 22:00:00,14.22,8.13,4,193
793,1953-08-07 21:00:00,1953-08-07 21:00:00,10.41,10.41,1,70
795,1953-08-08 14:00:00,1953-08-08 14:00:00,0.76,0.76,1,16
797,1953-08-10 16:00:00,1953-08-10 17:00:00,3.3,3.05,2,49
799,1953-08-11 17:00:00,1953-08-11 17:00:00,0.76,0.76,1,23
801,1953-08-16 11:00:00,1953-08-16 13:00:00,6.35,4.32,3,113
803,1953-08-17 13:00:00,1953-08-17 21:00:00,2.03,0.76,9,23
805,1953-08-18 12:00:00,1953-08-18 16:00:00,4.06,2.29,5,14
807,1953-08-19 12:00:00,1953-08-19 15:00:00,9.4,5.08,4,19
809,1953-08-20 07:00:00,1953-08-20 07:00:00,1.02,1.02,1,15
811,1953-08-20 13:00:00,1953-08-20 18:00:00,20.83,14.22,6,5
813,1953-08-21 14:00:00,1953-08-22 01:00:00,96.51,27.43,12,19
815,1953-08-22 17:00:00,1953-08-22 17:00:00,0.51,0.51,1,15
817,1953-08-23 10:00:00,1953-08-23 16:00:00,18.03,8.89,7,16
819,1953-08-24 03:00:00,1953-08-24 05:00:00,4.31,2.54,3,10
821,1953-08-24 13:00:00,1953-08-24 18:00:00,3.81,3.56,6,7
823,1953-08-25 10:00:00,1953-08-25 21:00:00,18.55,11.94,12,15
825,1953-08-26 16:00:00,1953-08-26 21:00:00,10.91,5.33,6,18
827,1953-08-27 16:00:00,1953-08-27 23:00:00,21.85,7.11,8,18
829,1953-08-28 07:00:00,1953-08-28 10:00:00,1.78,1.02,4,7
831,1953-08-28 17:00:00,1953-08-28 17:00:00,0.25,0.25,1,6
833,1953-08-29 07:00:00,1953-08-29 07:00:00,2.54,2.54,1,13
835,1953-08-30 03:00:00,1953-08-30 03:00:00,2.29,2.29,1,19
837,1953-08-31 08:00:00,1953-08-31 19:00:00,59.45,10.92,12,28
839,1953-09-02 13:00:00,1953-09-02 15:00:00,11.68,5.84,3,41
841,1953-09-03 14:00:00,1953-09-03 14:00:00,4.83,4.83,1,22
843,1953-09-04 18:00:00,1953-09-04 19:00:00,7.11,6.86,2,27
845,1953-09-06 16:00:00,1953-09-06 16:00:00,1.52,1.52,1,44
847,1953-09-07 05:00:00,1953-09-07 05:00:00,0.51,0.51,1,12
849,1953-09-10 03:00:00,1953-09-10 11:00:00,10.41,4.83,9,69
851,1953-09-18 08:00:00,1953-09-18 09:00:00,14.48,13.46,2,188
853,1953-09-18 17:00:00,1953-09-18 17:00:00,0.25,0.25,1,7
855,1953-09-19 17:00:00,1953-09-19 19:00:00,2.79,2.29,3,23
857,1953-09-20 16:00:00,1953-09-20 16:00:00,0.51,0.51,1,20
859,1953-09-23 07:00:00,1953-09-25 03:00:00,98.77,20.07,45,62
861,1953-09-25 11:00:00,1953-09-25 21:00:00,5.33,2.29,11,7
863,1953-09-26 04:00:00,1953-09-26 18:00:00,65.53,14.73,15,6
865,1953-09-27 00:00:00,1953-09-27 00:00:00,9.4,9.4,1,5
867,1953-09-27 06:00:00,1953-09-27 06:00:00,0.25,0.25,1,5
869,1953-09-29 05:00:00,1953-09-29 06:00:00,1.01,0.76,2,46
871,1953-09-29 13:00:00,1953-09-29 16:00:00,2.53,2.03,4,6
873,1953-09-30 06:00:00,1953-09-30 20:00:00,16,8.64,15,13
875,1953-10-02 04:00:00,1953-10-02 04:00:00,1.52,1.52,1,31
877,1953-10-02 12:00:00,1953-10-03 21:00:00,37.33,6.35,34,7
879,1953-10-04 05:00:00,1953-10-05 00:00:00,19.05,6.6,20,7
881,1953-10-05 07:00:00,1953-10-05 13:00:00,11.68,7.11,7,6
883,1953-10-08 07:00:00,1953-10-08 10:00:00,8.13,4.32,4,65
885,1953-10-08 17:00:00,1953-10-09 18:00:00,57.88,12.7,26,6
887,1953-10-28 06:00:00,1953-10-28 11:00:00,2.28,0.76,6,443
889,1953-11-05 09:00:00,1953-11-05 16:00:00,18.53,6.86,8,189
891,1953-11-05 23:00:00,1953-11-06 10:00:00,5.06,2.29,12,6
893,1953-11-10 01:00:00,1953-11-10 17:00:00,8.63,2.79,17,86
895,1953-11-23 06:00:00,1953-11-23 06:00:00,1.27,1.27,1,300
897,1953-11-24 18:00:00,1953-11-24 21:00:00,4.06,1.78,4,35
899,1953-11-25 04:00:00,1953-11-25 05:00:00,6.6,6.35,2,6
901,1953-12-04 13:00:00,1953-12-04 18:00:00,28.7,12.45,6,223
903,1953-12-06 03:00:00,1953-12-06 03:00:00,0.25,0.25,1,32
905,1953-12-06 18:00:00,1953-12-06 20:00:00,6.1,3.05,3,14
907,1953-12-10 06:00:00,1953-12-10 07:00:00,1.53,1.02,2,81
909,1953-12-13 10:00:00,1953-12-14 02:00:00,47.23,31.75,17,74
911,1953-12-21 07:00:00,1953-12-21 07:00:00,1.78,1.78,1,172
913,1953-12-22 17:00:00,1953-12-23 07:00:00,28.45,4.32,15,33
915,1953-12-23 14:00:00,1953-12-23 14:00:00,0.25,0.25,1,6
917,1953-12-24 07:00:00,1953-12-24 09:00:00,8.13,4.57,3,16
919,1953-12-25 04:00:00,1953-12-25 21:00:00,44.94,8.89,18,18
921,1953-12-28 15:00:00,1953-12-28 15:00:00,0.25,0.25,1,65
923,1953-12-29 21:00:00,1953-12-30 09:00:00,9.13,2.29,13,29
925,1953-12-30 17:00:00,1953-12-30 22:00:00,3.05,2.54,6,7
927,1954-01-03 07:00:00,1954-01-03 08:00:00,0.5,0.25,2,80
929,1954-01-11 00:00:00,1954-01-11 02:00:00,5.59,3.56,3,183
931,1954-01-11 09:00:00,1954-01-11 12:00:00,11.42,8.89,4,6
933,1954-01-16 10:00:00,1954-01-16 10:00:00,0.25,0.25,1,117
935,1954-01-18 22:00:00,1954-01-18 22:00:00,0.25,0.25,1,59
937,1954-01-26 01:00:00,1954-01-26 10:00:00,3.28,1.52,10,170
939,1954-01-31 02:00:00,1954-01-31 02:00:00,0.25,0.25,1,111
941,1954-02-07 19:00:00,1954-02-08 11:00:00,21.6,4.83,17,184
943,1954-02-11 10:00:00,1954-02-11 11:00:00,4.83,3.81,2,70
945,1954-02-11 23:00:00,1954-02-11 23:00:00,0.25,0.25,1,11
947,1954-02-20 14:00:00,1954-02-20 15:00:00,4.31,4.06,2,206
949,1954-02-24 14:00:00,1954-02-24 16:00:00,12.19,9.65,3,94
951,1954-02-24 22:00:00,1954-02-24 22:00:00,0.25,0.25,1,5
953,1954-02-28 06:00:00,1954-02-28 06:00:00,0.25,0.25,1,79
955,1954-02-28 22:00:00,1954-02-28 22:00:00,0.51,0.51,1,15
957,1954-03-03 09:00:00,1954-03-03 10:00:00,0.76,0.51,2,58
959,1954-03-06 11:00:00,1954-03-06 16:00:00,8.12,2.03,6,72
961,1954-03-14 08:00:00,1954-03-14 08:00:00,2.54,2.54,1,183
963,1954-03-19 09:00:00,1954-03-19 20:00:00,25.9,7.62,12,120
965,1954-04-01 09:00:00,1954-04-01 09:00:00,0.25,0.25,1,300
967,1954-04-06 21:00:00,1954-04-06 21:00:00,2.29,2.29,1,131
969,1954-04-10 16:00:00,1954-04-10 18:00:00,1.01,0.51,3,90
971,1954-04-11 00:00:00,1954-04-11 01:00:00,0.5,0.25,2,5
973,1954-04-12 17:00:00,1954-04-12 17:00:00,3.05,3.05,1,39
975,1954-04-17 03:00:00,1954-04-17 03:00:00,0.25,0.25,1,105
977,1954-04-22 09:00:00,1954-04-22 10:00:00,2.03,1.78,2,125
979,1954-05-03 16:00:00,1954-05-03 16:00:00,3.05,3.05,1,269
981,1954-05-04 12:00:00,1954-05-04 12:00:00,0.51,0.51,1,19
983,1954-05-13 00:00:00,1954-05-13 00:00:00,0.25,0.25,1,203
985,1954-05-13 14:00:00,1954-05-13 15:00:00,6.35,3.81,2,13
987,1954-05-19 05:00:00,1954-05-19 06:00:00,0.76,0.51,2,133
989,1954-05-27 13:00:00,1954-05-27 14:00:00,5.08,2.54,2,198
991,1954-05-27 23:00:00,1954-05-27 23:00:00,0.76,0.76,1,8
993,1954-05-28 22:00:00,1954-05-29 00:00:00,1.01,0.76,3,22
995,1954-05-29 12:00:00,1954-05-29 12:00:00,0.76,0.76,1,11
997,1954-06-03 13:00:00,1954-06-03 13:00:00,1.02,1.02,1,120
999,1954-06-04 09:00:00,1954-06-04 11:00:00,2.79,2.54,3,19
1001,1954-06-10 18:00:00,1954-06-11 00:00:00,25.65,10.41,7,150
1003,1954-06-16 12:00:00,1954-06-16 12:00:00,0.51,0.51,1,131
1005,1954-06-18 07:00:00,1954-06-18 07:00:00,0.25,0.25,1,42
1007,1954-06-18 21:00:00,1954-06-19 00:00:00,27.94,17.53,4,13
1009,1954-06-19 16:00:00,1954-06-20 15:00:00,11.68,5.59,24,15
1011,1954-06-23 16:00:00,1954-06-23 20:00:00,5.83,2.79,5,72
1013,1954-06-30 16:00:00,1954-06-30 21:00:00,7.11,3.56,6,163
1015,1954-07-04 16:00:00,1954-07-04 22:00:00,57.14,43.18,7,90
1017,1954-07-05 13:00:00,1954-07-05 13:00:00,0.25,0.25,1,14
1019,1954-07-09 11:00:00,1954-07-10 02:00:00,62.97,23.37,16,93
1021,1954-07-10 17:00:00,1954-07-11 00:00:00,2.03,1.27,8,14
1023,1954-07-17 19:00:00,1954-07-17 21:00:00,9.66,5.59,3,162
1025,1954-07-23 21:00:00,1954-07-23 21:00:00,0.25,0.25,1,143
1027,1954-07-26 11:00:00,1954-07-26 13:00:00,12.69,12.19,3,61
1029,1954-08-03 15:00:00,1954-08-03 15:00:00,3.56,3.56,1,193
1031,1954-08-06 21:00:00,1954-08-07 00:00:00,1.27,1.02,4,77
1033,1954-08-09 18:00:00,1954-08-09 19:00:00,8.38,7.87,2,65
1035,1954-08-10 14:00:00,1954-08-10 20:00:00,2.02,0.76,7,18
1037,1954-08-19 19:00:00,1954-08-19 19:00:00,0.76,0.76,1,214
1039,1954-08-24 14:00:00,1954-08-24 19:00:00,27.93,21.34,6,114
1041,1954-08-28 23:00:00,1954-08-29 01:00:00,2.03,1.27,3,99
1043,1954-08-29 18:00:00,1954-08-29 20:00:00,16.25,10.41,3,16
1045,1954-08-31 20:00:00,1954-08-31 21:00:00,40.9,35.31,2,47
1047,1954-09-01 13:00:00,1954-09-01 15:00:00,4.31,3.3,3,15
1049,1954-09-02 18:00:00,1954-09-02 22:00:00,4.57,4.32,5,26
1051,1954-09-03 04:00:00,1954-09-03 18:00:00,7.87,2.79,15,5
1053,1954-09-07 11:00:00,1954-09-07 11:00:00,3.56,3.56,1,88
1055,1954-09-10 22:00:00,1954-09-11 00:00:00,28.96,27.18,3,82
1057,1954-09-11 14:00:00,1954-09-11 17:00:00,6.85,3.3,4,13
1059,1954-09-13 20:00:00,1954-09-13 20:00:00,0.51,0.51,1,50
1061,1954-09-14 04:00:00,1954-09-14 04:00:00,0.25,0.25,1,7
1063,1954-09-14 15:00:00,1954-09-15 12:00:00,85.06,19.3,22,10
1065,1954-09-17 20:00:00,1954-09-18 00:00:00,6.6,2.03,5,55
1067,1954-09-18 12:00:00,1954-09-18 14:00:00,25.65,19.05,3,11
1069,1954-09-22 10:00:00,1954-09-22 11:00:00,2.79,1.52,2,91
1071,1954-09-23 15:00:00,1954-09-24 06:00:00,3.3,0.76,16,27
1073,1954-09-24 14:00:00,1954-09-24 14:00:00,2.54,2.54,1,7
1075,1954-09-24 21:00:00,1954-09-24 22:00:00,2.79,2.54,2,6
1077,1954-09-25 06:00:00,1954-09-26 03:00:00,15.22,4.83,22,7
1079,1954-09-26 13:00:00,1954-09-26 17:00:00,19.81,15.49,5,9
1081,1954-09-30 13:00:00,1954-09-30 15:00:00,1.01,0.76,3,91
1083,1954-10-01 23:00:00,1954-10-01 23:00:00,0.25,0.25,1,31
1085,1954-10-02 15:00:00,1954-10-02 15:00:00,0.25,0.25,1,15
1087,1954-10-03 01:00:00,1954-10-03 01:00:00,2.03,2.03,1,9
1089,1954-10-07 11:00:00,1954-10-08 09:00:00,129.04,43.18,23,105
1091,1954-10-09 13:00:00,1954-10-09 17:00:00,1.27,0.76,5,27
1093,1954-10-10 11:00:00,1954-10-10 11:00:00,0.25,0.25,1,17
1095,1954-10-10 20:00:00,1954-10-10 23:00:00,2.28,2.03,4,8
1097,1954-10-14 07:00:00,1954-10-14 12:00:00,9.14,5.59,6,79
1099,1954-10-14 19:00:00,1954-10-14 22:00:00,2.28,1.27,4,6
1101,1954-10-29 17:00:00,1954-10-29 20:00:00,11.44,7.37,4,354
1103,1954-11-05 04:00:00,1954-11-05 06:00:00,1.02,0.51,3,151
1105,1954-11-10 12:00:00,1954-11-10 15:00:00,3.54,1.52,4,125
1107,1954-11-12 02:00:00,1954-11-12 06:00:00,0.5,0.25,5,34
1109,1954-11-14 06:00:00,1954-11-14 16:00:00,31.24,14.22,11,47
1111,1954-11-17 02:00:00,1954-11-17 06:00:00,1.26,0.76,5,57
1113,1954-11-23 01:00:00,1954-11-23 04:00:00,4.58,1.78,4,138
1115,1954-11-29 06:00:00,1954-11-29 06:00:00,0.51,0.51,1,145
1117,1954-12-06 01:00:00,1954-12-06 04:00:00,7.11,3.56,4,162
1119,1954-12-06 12:00:00,1954-12-06 17:00:00,3.04,1.52,6,7
1121,1954-12-09 14:00:00,1954-12-09 17:00:00,2.28,1.52,4,68
1123,1954-12-13 10:00:00,1954-12-13 19:00:00,24.39,7.37,10,88
1125,1954-12-18 01:00:00,1954-12-18 05:00:00,13.2,7.62,5,101
1127,1954-12-27 06:00:00,1954-12-27 06:00:00,0.76,0.76,1,216
1129,1955-01-11 03:00:00,1955-01-11 03:00:00,0.25,0.25,1,356
1131,1955-01-16 15:00:00,1955-01-16 17:00:00,12.2,10.67,3,131
1133,1955-01-17 07:00:00,1955-01-17 09:00:00,0.76,0.51,3,13
1135,1955-01-18 15:00:00,1955-01-19 00:00:00,12.94,9.91,10,29
1137,1955-01-22 10:00:00,1955-01-22 15:00:00,3.3,1.02,6,81
1139,1955-01-23 05:00:00,1955-01-24 03:00:00,39.86,5.84,23,13
1141,1955-01-24 12:00:00,1955-01-24 20:00:00,9.14,4.06,9,8
1143,1955-02-07 02:00:00,1955-02-07 08:00:00,26.15,10.16,7,317
1145,1955-02-07 19:00:00,1955-02-08 03:00:00,24.38,11.18,9,10
1147,1955-02-11 03:00:00,1955-02-11 12:00:00,11.94,3.05,10,71
1149,1955-03-22 09:00:00,1955-03-22 11:00:00,7.11,4.06,3,932
1151,1955-03-28 06:00:00,1955-03-29 01:00:00,35.04,5.59,20,138
1153,1955-04-02 12:00:00,1955-04-02 16:00:00,4.57,2.03,5,106
1155,1955-04-07 16:00:00,1955-04-07 17:00:00,9.14,7.11,2,119
1157,1955-04-11 17:00:00,1955-04-11 17:00:00,0.76,0.76,1,95
1159,1955-04-13 19:00:00,1955-04-13 21:00:00,4.83,4.32,3,49
1161,1955-04-14 11:00:00,1955-04-14 16:00:00,18.79,8.89,6,13
1163,1955-05-14 18:00:00,1955-05-14 18:00:00,0.25,0.25,1,721
1165,1955-05-15 13:00:00,1955-05-15 16:00:00,50.55,25.65,4,18
1167,1955-05-16 21:00:00,1955-05-16 22:00:00,0.5,0.25,2,28
1169,1955-05-17 15:00:00,1955-05-17 15:00:00,0.76,0.76,1,16
1171,1955-05-20 12:00:00,1955-05-20 17:00:00,11.68,4.32,6,68
1173,1955-05-21 16:00:00,1955-05-21 17:00:00,14.23,8.64,2,22
1175,1955-05-22 17:00:00,1955-05-22 19:00:00,17.27,15.24,3,23
1177,1955-05-23 18:00:00,1955-05-23 18:00:00,1.27,1.27,1,22
1179,1955-05-29 17:00:00,1955-05-29 18:00:00,18.03,16.76,2,142
1181,1955-06-10 16:00:00,1955-06-10 16:00:00,20.57,20.57,1,285
1183,1955-06-11 08:00:00,1955-06-11 09:00:00,1.77,1.52,2,15
1185,1955-06-11 15:00:00,1955-06-11 15:00:00,0.51,0.51,1,5
1187,1955-06-15 13:00:00,1955-06-15 15:00:00,9.4,6.1,3,93
1189,1955-06-17 08:00:00,1955-06-17 08:00:00,0.25,0.25,1,40
1191,1955-06-17 19:00:00,1955-06-18 05:00:00,5.33,3.05,11,10
1193,1955-06-19 18:00:00,1955-06-19 18:00:00,2.03,2.03,1,36
1195,1955-06-23 22:00:00,1955-06-24 00:00:00,1.77,1.27,3,99
1197,1955-06-25 21:00:00,1955-06-25 22:00:00,0.76,0.51,2,44
1199,1955-06-26 17:00:00,1955-06-26 21:00:00,19.06,12.45,5,18
1201,1955-06-27 18:00:00,1955-06-27 22:00:00,2.29,1.27,5,20
1203,1955-06-28 15:00:00,1955-06-28 19:00:00,3.81,1.27,5,16
1205,1955-06-30 00:00:00,1955-06-30 00:00:00,1.02,1.02,1,28
1207,1955-07-02 13:00:00,1955-07-02 14:00:00,3.81,3.3,2,60
1209,1955-07-03 12:00:00,1955-07-03 12:00:00,16,16,1,21
1211,1955-07-09 16:00:00,1955-07-09 18:00:00,17.52,15.49,3,147
1213,1955-07-10 13:00:00,1955-07-10 15:00:00,1.52,0.76,3,18
1215,1955-07-11 15:00:00,1955-07-11 15:00:00,0.25,0.25,1,23
1217,1955-07-12 16:00:00,1955-07-12 17:00:00,6.61,4.32,2,24
1219,1955-07-15 12:00:00,1955-07-15 12:00:00,7.37,7.37,1,66
1221,1955-07-22 18:00:00,1955-07-22 19:00:00,5.58,5.33,2,173
1223,1955-07-23 17:00:00,1955-07-23 20:00:00,42.67,20.57,4,21
1225,1955-07-24 20:00:00,1955-07-24 21:00:00,1.52,1.27,2,23
1227,1955-07-25 11:00:00,1955-07-25 15:00:00,4.32,3.05,5,13
1229,1955-07-27 23:00:00,1955-07-28 03:00:00,32.51,18.29,5,55
1231,1955-07-31 12:00:00,1955-07-31 12:00:00,0.76,0.76,1,80
1233,1955-08-02 12:00:00,1955-08-02 12:00:00,2.54,2.54,1,47
1235,1955-08-13 13:00:00,1955-08-13 13:00:00,3.3,3.3,1,264
1237,1955-08-14 11:00:00,1955-08-14 16:00:00,2.03,1.78,6,21
1239,1955-08-15 10:00:00,1955-08-15 12:00:00,5.08,2.54,3,17
1241,1955-08-21 13:00:00,1955-08-21 14:00:00,2.03,1.27,2,144
1243,1955-08-23 02:00:00,1955-08-23 05:00:00,1.52,0.51,4,35
1245,1955-08-23 17:00:00,1955-08-23 21:00:00,1,0.25,5,11
1247,1955-08-24 14:00:00,1955-08-24 15:00:00,43.43,35.81,2,16
1249,1955-08-25 15:00:00,1955-08-25 18:00:00,36.83,31.24,4,23
1251,1955-09-01 18:00:00,1955-09-01 23:00:00,24.39,8.64,6,167
1253,1955-09-02 16:00:00,1955-09-02 20:00:00,2.79,2.54,5,16
1255,1955-09-03 14:00:00,1955-09-03 17:00:00,16,7.62,4,17
1257,1955-09-05 06:00:00,1955-09-05 06:00:00,0.25,0.25,1,36
1259,1955-09-05 12:00:00,1955-09-05 12:00:00,0.25,0.25,1,5
1261,1955-09-06 22:00:00,1955-09-06 23:00:00,0.5,0.25,2,33
1263,1955-09-08 17:00:00,1955-09-08 18:00:00,3.04,2.79,2,41
1265,1955-09-09 05:00:00,1955-09-09 06:00:00,3.05,2.54,2,10
1267,1955-09-09 12:00:00,1955-09-10 09:00:00,19.8,5.08,22,5
1269,1955-09-11 18:00:00,1955-09-11 19:00:00,45.47,44.45,2,32
1271,1955-09-12 15:00:00,1955-09-12 19:00:00,3.81,2.54,5,19
1273,1955-09-13 20:00:00,1955-09-14 00:00:00,7.61,4.32,5,24
1275,1955-09-14 13:00:00,1955-09-14 18:00:00,2.03,1.52,6,12
1277,1955-09-15 19:00:00,1955-09-15 21:00:00,1.01,0.51,3,24
1279,1955-09-17 09:00:00,1955-09-17 23:00:00,26.16,11.18,15,35
1281,1955-09-18 05:00:00,1955-09-18 07:00:00,24.38,20.32,3,5
1283,1955-09-26 11:00:00,1955-09-27 00:00:00,20.06,14.48,14,195
1285,1955-09-28 13:00:00,1955-09-28 15:00:00,67.56,43.18,3,36
1287,1955-10-03 04:00:00,1955-10-03 15:00:00,56.11,21.08,12,108
1289,1955-10-03 21:00:00,1955-10-04 08:00:00,12.43,8.38,12,5
1291,1955-10-04 20:00:00,1955-10-05 19:00:00,23.61,6.86,24,11
1293,1955-10-09 04:00:00,1955-10-09 04:00:00,0.25,0.25,1,80
1295,1955-10-17 02:00:00,1955-10-17 07:00:00,20.82,9.4,6,189
1297,1955-10-29 05:00:00,1955-10-29 09:00:00,22.86,8.64,5,285
1299,1955-11-03 18:00:00,1955-11-03 18:00:00,0.51,0.51,1,128
1301,1955-11-09 23:00:00,1955-11-10 07:00:00,22.09,7.37,9,148
1303,1955-11-26 02:00:00,1955-11-26 03:00:00,25.65,23.11,2,378
1305,1955-12-05 17:00:00,1955-12-06 04:00:00,1.26,0.51,12,229
1307,1955-12-06 15:00:00,1955-12-06 20:00:00,1.26,0.76,6,10
1309,1955-12-08 16:00:00,1955-12-08 16:00:00,0.25,0.25,1,43
1311,1955-12-27 15:00:00,1955-12-27 17:00:00,2.53,2.03,3,454
1313,1956-01-04 02:00:00,1956-01-04 05:00:00,12.2,5.59,4,176
1315,1956-01-16 10:00:00,1956-01-16 11:00:00,3.81,2.54,2,292
1317,1956-01-22 10:00:00,1956-01-22 18:00:00,30.47,18.03,9,142
1319,1956-01-23 11:00:00,1956-01-23 15:00:00,27.43,18.54,5,16
1321,1956-02-01 04:00:00,1956-02-01 10:00:00,1.51,0.76,7,204
1323,1956-02-01 20:00:00,1956-02-01 21:00:00,2.79,2.03,2,9
1325,1956-02-04 01:00:00,1956-02-04 07:00:00,3.04,1.27,7,51
1327,1956-02-05 15:00:00,1956-02-05 15:00:00,0.76,0.76,1,31
1329,1956-02-06 15:00:00,1956-02-06 18:00:00,19.3,14.48,4,23
1331,1956-02-10 02:00:00,1956-02-10 02:00:00,0.25,0.25,1,79
1333,1956-02-10 14:00:00,1956-02-11 00:00:00,17.77,5.33,11,11
1335,1956-02-16 03:00:00,1956-02-16 07:00:00,16.76,8.13,5,122
1337,1956-02-20 14:00:00,1956-02-20 15:00:00,5.59,3.56,2,102
1339,1956-02-26 00:00:00,1956-02-26 05:00:00,6.86,2.03,6,128
1341,1956-03-02 15:00:00,1956-03-02 18:00:00,3.81,2.03,4,129
1343,1956-03-03 08:00:00,1956-03-03 15:00:00,14.49,4.83,8,13
1345,1956-03-08 11:00:00,1956-03-08 11:00:00,0.25,0.25,1,115
1347,1956-03-16 13:00:00,1956-03-16 14:00:00,2.04,1.02,2,193
1349,1956-04-10 13:00:00,1956-04-10 21:00:00,14.47,4.32,9,598
1351,1956-04-16 08:00:00,1956-04-16 08:00:00,3.3,3.3,1,130
1353,1956-04-24 15:00:00,1956-04-25 18:00:00,41.41,4.32,28,198
1355,1956-05-01 15:00:00,1956-05-01 19:00:00,3.04,2.54,5,140
1357,1956-05-03 12:00:00,1956-05-03 20:00:00,29.21,14.48,9,40
1359,1956-05-04 19:00:00,1956-05-04 22:00:00,5.33,3.81,4,22
1361,1956-05-05 10:00:00,1956-05-05 10:00:00,0.51,0.51,1,11
1363,1956-05-06 13:00:00,1956-05-07 00:00:00,29.96,10.16,12,26
